     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
  -5275188.00000  -5281559.00000      4644.74859      4658.31224         9.90296      1823.84819      1825.21785
  -5281559.00000  -5287930.00000      4631.14423      4644.74859         9.90367      1825.21785      1826.59152
  -5287930.00000  -5294301.00000      4617.49878      4631.14423         9.90440      1826.59152      1827.96923
  -5294301.00000  -5300672.00000      4603.81185      4617.49878         9.90515      1827.96923      1829.35103
  -5300672.00000  -5307043.00000      4590.08309      4603.81185         9.90588      1829.35103      1830.73695
  -5307043.00000  -5313414.00000      4576.31213      4590.08309         9.90661      1830.73695      1832.12703
  -5313414.00000  -5319785.00000      4562.49859      4576.31213         9.90734      1832.12703      1833.52130
  -5319785.00000  -5326156.00000      4548.64206      4562.49859         9.90808      1833.52130      1834.91981
  -5326156.00000  -5332527.00000      4534.74214      4548.64206         9.90883      1834.91981      1836.32259
  -5332527.00000  -5338898.00000      4520.79842      4534.74214         9.90958      1836.32259      1837.72969
  -5338898.00000  -5345269.00000      4506.81050      4520.79842         9.91033      1837.72969      1839.14113
  -5345269.00000  -5351640.00000      4492.77795      4506.81050         9.91109      1839.14113      1840.55698
  -5351640.00000  -5358011.00000      4478.70035      4492.77795         9.91186      1840.55698      1841.97726
  -5358011.00000  -5364382.00000      4464.57727      4478.70035         9.91263      1841.97726      1843.40201
  -5364382.00000  -5370753.00000      4450.40826      4464.57727         9.91340      1843.40201      1844.83129
  -5370753.00000  -5377124.00000      4436.19288      4450.40826         9.91417      1844.83129      1846.26514
  -5377124.00000  -5383495.00000      4421.93068      4436.19288         9.91495      1846.26514      1847.70359
  -5383495.00000  -5389866.00000      4407.62120      4421.93068         9.91573      1847.70359      1849.14670
  -5389866.00000  -5396237.00000      4393.26398      4407.62120         9.91652      1849.14670      1850.59451
  -5396237.00000  -5402608.00000      4378.85853      4393.26398         9.91731      1850.59451      1852.04706
  -5402608.00000  -5408979.00000      4364.40436      4378.85853         9.91811      1852.04706      1853.50441
  -5408979.00000  -5415350.00000      4349.90098      4364.40436         9.91892      1853.50441      1854.96661
  -5415350.00000  -5421721.00000      4335.34787      4349.90098         9.91974      1854.96661      1856.43369
  -5421721.00000  -5428092.00000      4320.74454      4335.34787         9.92056      1856.43369      1857.90572
  -5428092.00000  -5434463.00000      4306.09045      4320.74454         9.92139      1857.90572      1859.38274
  -5434463.00000  -5440834.00000      4291.38509      4306.09045         9.92222      1859.38274      1860.86480
  -5440834.00000  -5447205.00000      4276.62792      4291.38509         9.92306      1860.86480      1862.35196
  -5447205.00000  -5453576.00000      4261.81840      4276.62792         9.92390      1862.35196      1863.84427
  -5453576.00000  -5459947.00000      4246.95596      4261.81840         9.92475      1863.84427      1865.34178
  -5459947.00000  -5466318.00000      4232.04004      4246.95596         9.92560      1865.34178      1866.84455
  -5466318.00000  -5472689.00000      4217.07007      4232.04004         9.92646      1866.84455      1868.35264
  -5472689.00000  -5479060.00000      4202.04547      4217.07007         9.92732      1868.35264      1869.86610
  -5479060.00000  -5485431.00000      4186.96564      4202.04547         9.92818      1869.86610      1871.38499
  -5485431.00000  -5491802.00000      4171.82997      4186.96564         9.92905      1871.38499      1872.90938
  -5491802.00000  -5498173.00000      4156.63785      4171.82997         9.92992      1872.90938      1874.43931
  -5498173.00000  -5504544.00000      4141.38865      4156.63785         9.93080      1874.43931      1875.97485
  -5504544.00000  -5510915.00000      4126.08173      4141.38865         9.93168      1875.97485      1877.51608
  -5510915.00000  -5517286.00000      4110.71643      4126.08173         9.93257      1877.51608      1879.06304
  -5517286.00000  -5523657.00000      4095.29211      4110.71643         9.93346      1879.06304      1880.61580
  -5523657.00000  -5530028.00000      4079.80807      4095.29211         9.93435      1880.61580      1882.17444
  -5530028.00000  -5536399.00000      4064.26364      4079.80807         9.93525      1882.17444      1883.73901
  -5536399.00000  -5542770.00000      4048.65811      4064.26364         9.93615      1883.73901      1885.30959
  -5542770.00000  -5549141.00000      4032.99076      4048.65811         9.93706      1885.30959      1886.88625
  -5549141.00000  -5555512.00000      4017.26087      4032.99076         9.93797      1886.88625      1888.46906
  -5555512.00000  -5561883.00000      4001.46769      4017.26087         9.93888      1888.46906      1890.05809
  -5561883.00000  -5568254.00000      3985.61046      4001.46769         9.93980      1890.05809      1891.65341
  -5568254.00000  -5574625.00000      3969.68842      3985.61046         9.94072      1891.65341      1893.25511
  -5574625.00000  -5580996.00000      3953.70077      3969.68842         9.94164      1893.25511      1894.86326
  -5580996.00000  -5587367.00000      3937.64670      3953.70077         9.94257      1894.86326      1896.47794
  -5587367.00000  -5593738.00000      3921.52540      3937.64670         9.94350      1896.47794      1898.09923
  -5593738.00000  -5600109.00000      3905.33603      3921.52540         9.94443      1898.09923      1899.72722
  -5600109.00000  -5606480.00000      3889.07760      3905.33603         9.94545      1899.72722      1901.36198
  -5606480.00000  -5612851.00000      3872.74912      3889.07760         9.94654      1901.36198      1903.00360
  -5612851.00000  -5619222.00000      3856.34972      3872.74912         9.94762      1903.00360      1904.65218
  -5619222.00000  -5625593.00000      3839.87852      3856.34972         9.94868      1904.65218      1906.30779
  -5625593.00000  -5631964.00000      3823.33462      3839.87852         9.94972      1906.30779      1907.97054
  -5631964.00000  -5638335.00000      3806.71713      3823.33462         9.95074      1907.97054      1909.64052
